run,run_short,step,metric,key,value
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,93,Rollout correct ratio,wdl_sft/correct_ratio,0.45703125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,93,Gradient norm,actor/grad_norm,9.045393943786621
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,94,Rollout correct ratio,wdl_sft/correct_ratio,0.44921875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,94,Gradient norm,actor/grad_norm,8.267457962036133
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,95,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5182926829268293
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,95,MBPP+,val-core/MBPP+/acc/pass@1,0.5026455026455027
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,95,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,95,Rollout correct ratio,wdl_sft/correct_ratio,0.5078125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,95,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,95,Gradient norm,actor/grad_norm,7.617353439331055
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,96,Rollout correct ratio,wdl_sft/correct_ratio,0.345703125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,96,Gradient norm,actor/grad_norm,9.680220603942871
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,97,Rollout correct ratio,wdl_sft/correct_ratio,0.41796875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,97,Gradient norm,actor/grad_norm,7.9574689865112305
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,98,Rollout correct ratio,wdl_sft/correct_ratio,0.380859375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,98,Gradient norm,actor/grad_norm,8.748820304870605
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,99,Rollout correct ratio,wdl_sft/correct_ratio,0.4140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,99,Gradient norm,actor/grad_norm,8.352395057678223
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,100,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5121951219512195
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,100,MBPP+,val-core/MBPP+/acc/pass@1,0.49206349206349204
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,100,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,100,Rollout correct ratio,wdl_sft/correct_ratio,0.4453125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,100,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.012195121951219513
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,100,Gradient norm,actor/grad_norm,8.582320213317871
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,101,Rollout correct ratio,wdl_sft/correct_ratio,0.4375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,101,Gradient norm,actor/grad_norm,7.61134672164917
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,102,Rollout correct ratio,wdl_sft/correct_ratio,0.45703125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,102,Gradient norm,actor/grad_norm,7.556772708892822
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,103,Rollout correct ratio,wdl_sft/correct_ratio,0.421875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,103,Gradient norm,actor/grad_norm,9.56015396118164
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,104,Rollout correct ratio,wdl_sft/correct_ratio,0.451171875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,104,Gradient norm,actor/grad_norm,7.880890846252441
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,105,HumanEval+,val-core/HumanEval+/acc/pass@1,0.49390243902439024
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,105,MBPP+,val-core/MBPP+/acc/pass@1,0.5132275132275133
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,105,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,105,Rollout correct ratio,wdl_sft/correct_ratio,0.43359375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,105,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.018292682926829267
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,105,Gradient norm,actor/grad_norm,9.559494018554688
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,106,Rollout correct ratio,wdl_sft/correct_ratio,0.466796875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,106,Gradient norm,actor/grad_norm,7.126173496246338
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,107,Rollout correct ratio,wdl_sft/correct_ratio,0.400390625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,107,Gradient norm,actor/grad_norm,8.49760627746582
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,108,Rollout correct ratio,wdl_sft/correct_ratio,0.453125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,108,Gradient norm,actor/grad_norm,7.823249816894531
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,109,Rollout correct ratio,wdl_sft/correct_ratio,0.404296875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,109,Gradient norm,actor/grad_norm,9.090185165405273
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,110,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5060975609756098
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,110,MBPP+,val-core/MBPP+/acc/pass@1,0.49206349206349204
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,110,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1796875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,110,Rollout correct ratio,wdl_sft/correct_ratio,0.4609375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,110,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,110,Gradient norm,actor/grad_norm,7.6323933601379395
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,111,Rollout correct ratio,wdl_sft/correct_ratio,0.513671875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,111,Gradient norm,actor/grad_norm,7.199230194091797
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,112,Rollout correct ratio,wdl_sft/correct_ratio,0.494140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,112,Gradient norm,actor/grad_norm,8.266927719116211
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,113,Rollout correct ratio,wdl_sft/correct_ratio,0.4296875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,113,Gradient norm,actor/grad_norm,8.718259811401367
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,114,Rollout correct ratio,wdl_sft/correct_ratio,0.482421875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,114,Gradient norm,actor/grad_norm,7.804617404937744
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,115,HumanEval+,val-core/HumanEval+/acc/pass@1,0.524390243902439
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,115,MBPP+,val-core/MBPP+/acc/pass@1,0.5105820105820106
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,115,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1640625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,115,Rollout correct ratio,wdl_sft/correct_ratio,0.46875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,115,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,115,Gradient norm,actor/grad_norm,8.088523864746094
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,116,Rollout correct ratio,wdl_sft/correct_ratio,0.33984375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,116,Gradient norm,actor/grad_norm,10.065381050109863
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,117,Rollout correct ratio,wdl_sft/correct_ratio,0.443359375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,117,Gradient norm,actor/grad_norm,8.939133644104004
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,118,Rollout correct ratio,wdl_sft/correct_ratio,0.435546875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,118,Gradient norm,actor/grad_norm,8.505088806152344
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,119,Rollout correct ratio,wdl_sft/correct_ratio,0.44140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,119,Gradient norm,actor/grad_norm,8.102763175964355
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,120,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,120,MBPP+,val-core/MBPP+/acc/pass@1,0.5211640211640212
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,120,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.171875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,120,Rollout correct ratio,wdl_sft/correct_ratio,0.482421875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,120,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,120,Gradient norm,actor/grad_norm,7.5814032554626465
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,121,Rollout correct ratio,wdl_sft/correct_ratio,0.380859375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,121,Gradient norm,actor/grad_norm,12.239556312561035
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,122,Rollout correct ratio,wdl_sft/correct_ratio,0.48828125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,122,Gradient norm,actor/grad_norm,7.270295143127441
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,123,Rollout correct ratio,wdl_sft/correct_ratio,0.447265625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,123,Gradient norm,actor/grad_norm,8.58365249633789
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,124,Rollout correct ratio,wdl_sft/correct_ratio,0.431640625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,124,Gradient norm,actor/grad_norm,8.41673755645752
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,125,HumanEval+,val-core/HumanEval+/acc/pass@1,0.4634146341463415
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,125,MBPP+,val-core/MBPP+/acc/pass@1,0.5026455026455027
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,125,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1796875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,125,Rollout correct ratio,wdl_sft/correct_ratio,0.474609375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,125,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.012195121951219513
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,125,Gradient norm,actor/grad_norm,8.280956268310547
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,126,Rollout correct ratio,wdl_sft/correct_ratio,0.48828125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,126,Gradient norm,actor/grad_norm,7.460448265075684
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,127,Rollout correct ratio,wdl_sft/correct_ratio,0.5
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,127,Gradient norm,actor/grad_norm,7.231330871582031
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,128,Rollout correct ratio,wdl_sft/correct_ratio,0.455078125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,128,Gradient norm,actor/grad_norm,8.62830638885498
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,129,Rollout correct ratio,wdl_sft/correct_ratio,0.482421875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,129,Gradient norm,actor/grad_norm,7.967708110809326
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,130,HumanEval+,val-core/HumanEval+/acc/pass@1,0.47560975609756095
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,130,MBPP+,val-core/MBPP+/acc/pass@1,0.5079365079365079
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,130,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.171875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,130,Rollout correct ratio,wdl_sft/correct_ratio,0.53515625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,130,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,130,Gradient norm,actor/grad_norm,6.751811981201172
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,131,Rollout correct ratio,wdl_sft/correct_ratio,0.4921875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,131,Gradient norm,actor/grad_norm,6.989511966705322
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,132,Rollout correct ratio,wdl_sft/correct_ratio,0.494140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,132,Gradient norm,actor/grad_norm,7.909482479095459
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,133,Rollout correct ratio,wdl_sft/correct_ratio,0.447265625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,133,Gradient norm,actor/grad_norm,9.190776824951172
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,134,Rollout correct ratio,wdl_sft/correct_ratio,0.49609375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,134,Gradient norm,actor/grad_norm,7.120001792907715
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,135,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5060975609756098
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,135,MBPP+,val-core/MBPP+/acc/pass@1,0.5211640211640212
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,135,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1640625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,135,Rollout correct ratio,wdl_sft/correct_ratio,0.330078125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,135,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,135,Gradient norm,actor/grad_norm,9.928410530090332
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,136,Rollout correct ratio,wdl_sft/correct_ratio,0.47265625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,136,Gradient norm,actor/grad_norm,7.965784072875977
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,137,Rollout correct ratio,wdl_sft/correct_ratio,0.419921875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,137,Gradient norm,actor/grad_norm,8.250909805297852
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,138,Rollout correct ratio,wdl_sft/correct_ratio,0.521484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,138,Gradient norm,actor/grad_norm,7.060918807983398
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,139,Rollout correct ratio,wdl_sft/correct_ratio,0.509765625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,139,Gradient norm,actor/grad_norm,7.9693498611450195
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,140,HumanEval+,val-core/HumanEval+/acc/pass@1,0.4817073170731707
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,140,MBPP+,val-core/MBPP+/acc/pass@1,0.5079365079365079
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,140,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1953125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,140,Rollout correct ratio,wdl_sft/correct_ratio,0.4765625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,140,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,140,Gradient norm,actor/grad_norm,7.586264610290527
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,141,Rollout correct ratio,wdl_sft/correct_ratio,0.546875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,141,Gradient norm,actor/grad_norm,7.235233783721924
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,142,Rollout correct ratio,wdl_sft/correct_ratio,0.462890625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,142,Gradient norm,actor/grad_norm,8.613229751586914
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,143,Rollout correct ratio,wdl_sft/correct_ratio,0.47265625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,143,Gradient norm,actor/grad_norm,8.015876770019531
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,144,Rollout correct ratio,wdl_sft/correct_ratio,0.447265625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,144,Gradient norm,actor/grad_norm,8.04389476776123
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,145,HumanEval+,val-core/HumanEval+/acc/pass@1,0.49390243902439024
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,145,MBPP+,val-core/MBPP+/acc/pass@1,0.5185185185185185
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,145,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1328125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,145,Rollout correct ratio,wdl_sft/correct_ratio,0.427734375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,145,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,145,Gradient norm,actor/grad_norm,9.270965576171875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,146,Rollout correct ratio,wdl_sft/correct_ratio,0.4375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,146,Gradient norm,actor/grad_norm,9.642481803894043
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,147,Rollout correct ratio,wdl_sft/correct_ratio,0.51953125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,147,Gradient norm,actor/grad_norm,7.995563507080078
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,148,Rollout correct ratio,wdl_sft/correct_ratio,0.5078125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,148,Gradient norm,actor/grad_norm,8.265887260437012
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,149,Rollout correct ratio,wdl_sft/correct_ratio,0.412109375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,149,Gradient norm,actor/grad_norm,9.765947341918945
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,150,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,150,MBPP+,val-core/MBPP+/acc/pass@1,0.5264550264550265
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,150,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.15625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,150,Rollout correct ratio,wdl_sft/correct_ratio,0.412109375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,150,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.012195121951219513
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,150,Gradient norm,actor/grad_norm,8.84960651397705
